ID,Nome do Experimento,Área de Conhecimento,Grupo da Área,Status,Português,Inglês,Espanhol,Web,Android,iOS,Link
122,Identificação de Tipos de Blocos e Tijolos,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA","PRÁTICAS ESPECÍFICAS DE ENG. CIVIL, GEOLOGIA E ARQUITETURA",Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=122
123,Ensaio de Aderência,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA","PRÁTICAS ESPECÍFICAS DE ENG. CIVIL, GEOLOGIA E ARQUITETURA",Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=123
124,Material Pulverulento,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA","PRÁTICAS ESPECÍFICAS DE ENG. CIVIL, GEOLOGIA E ARQUITETURA",Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=124
125,Teor de Inchamento da Areia,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA","PRÁTICAS ESPECÍFICAS DE ENG. CIVIL, GEOLOGIA E ARQUITETURA",Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=125
126,Manutenção Preventiva de Uma Bomba Centrífuga ,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",PRÁTICAS ESPECÍFICAS DE ENG. MECÂNICA E PRODUÇÃO,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=126
127,Ensaio de Tempo de Pega,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA","PRÁTICAS ESPECÍFICAS DE ENG. CIVIL, GEOLOGIA E ARQUITETURA",Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=127
128,Concreto - Ensaio de Tração de Corpos de Prova Cilíndricos,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA","PRÁTICAS ESPECÍFICAS DE ENG. CIVIL, GEOLOGIA E ARQUITETURA",Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=128
129,Concreto: Ensaio de Compressão de Corpos de Prova Cilíndricos,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA","PRÁTICAS ESPECÍFICAS DE ENG. CIVIL, GEOLOGIA E ARQUITETURA",Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=129
130,Planejamento e Especificações de Fundição,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",PRÁTICAS ESPECÍFICAS DE ENG. MECÂNICA E PRODUÇÃO,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=130
131,Massa Específica do Cimento,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA","PRÁTICAS ESPECÍFICAS DE ENG. CIVIL, GEOLOGIA E ARQUITETURA",Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=131
132,Concreto Autoadensável: Método do Cone de Abrams,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA","PRÁTICAS ESPECÍFICAS DE ENG. CIVIL, GEOLOGIA E ARQUITETURA",Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=132
133,Ciclo de Refrigeração por Compressão de Vapor,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",PRÁTICAS ESPECÍFICAS DE ENG. MECÂNICA E PRODUÇÃO,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=133
134,Determinação da Finura do Cimento,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA","PRÁTICAS ESPECÍFICAS DE ENG. CIVIL, GEOLOGIA E ARQUITETURA",Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=134
135,Associação de Bombas,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",MECÂNICA DOS FLUIDOS,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=135
136,Metalurgia do Pó - Confecção de Uma Peça Cilíndrica ,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",PRÁTICAS ESPECÍFICAS DE ENG. MECÂNICA E PRODUÇÃO,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=136
137,Concreto Autoadensável: Método do Anel J,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA","PRÁTICAS ESPECÍFICAS DE ENG. CIVIL, GEOLOGIA E ARQUITETURA",Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=137
138,Ensaios Não Destrutivos - Líquidos Penetrantes,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",PRÁTICAS ESPECÍFICAS DE ENG. MECÂNICA E PRODUÇÃO,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=138
139,Concreto Autoadensável: Método do Funil V,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA","PRÁTICAS ESPECÍFICAS DE ENG. CIVIL, GEOLOGIA E ARQUITETURA",Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=139
140,Concreto Autoadensável: Método da Caixa L,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA","PRÁTICAS ESPECÍFICAS DE ENG. CIVIL, GEOLOGIA E ARQUITETURA",Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=140
141,Levantamento de Curvas de Nível,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA","PRÁTICAS ESPECÍFICAS DE ENG. CIVIL, GEOLOGIA E ARQUITETURA",Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=141
142,Projeto de Sistema Preventivo de Incêndio,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",SEGURANÇA DO TRABALHO,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=142
145,Tratamentos Térmicos,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",PRÁTICAS ESPECÍFICAS DE ENG. MECÂNICA E PRODUÇÃO,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=145
146,Sondagens - SPT,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA","PRÁTICAS ESPECÍFICAS DE ENG. CIVIL, GEOLOGIA E ARQUITETURA",Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=146
148,Ensaio de Compressão Não Confinada,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA","PRÁTICAS ESPECÍFICAS DE ENG. CIVIL, GEOLOGIA E ARQUITETURA",Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=148
149,Ensaio de Compactação dos Solos,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA","PRÁTICAS ESPECÍFICAS DE ENG. CIVIL, GEOLOGIA E ARQUITETURA",Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=149
150,Dinâmica Lean Manufacturing,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",PRÁTICAS ESPECÍFICAS DE ENG. MECÂNICA E PRODUÇÃO,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=150
151,Escavação de Fundações,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA","PRÁTICAS ESPECÍFICAS DE ENG. CIVIL, GEOLOGIA E ARQUITETURA",Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=151
152,Locação de Obra ,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA","PRÁTICAS ESPECÍFICAS DE ENG. CIVIL, GEOLOGIA E ARQUITETURA",Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=152
153,Indisponível,INDISPONIVEIS PT-BR,INDISPONIVEIS,Indisponível,Sim,Não,Não,Não,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=153
155,Consistência dos Solos - Limite de Plasticidade,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA","PRÁTICAS ESPECÍFICAS DE ENG. CIVIL, GEOLOGIA E ARQUITETURA",Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=155
158,Ensaio de Adensamento Unidimensional,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA","PRÁTICAS ESPECÍFICAS DE ENG. CIVIL, GEOLOGIA E ARQUITETURA",Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=158
159,Resistência ao Cisalhamento,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA","PRÁTICAS ESPECÍFICAS DE ENG. CIVIL, GEOLOGIA E ARQUITETURA",Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=159
160,Práticas de IOT - Saída Digital,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",ENGENHARIA DA COMPUTAÇÃO,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=160
161,Práticas de IOT - Entrada e Saída Digital,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",ENGENHARIA DA COMPUTAÇÃO,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=161
162,Práticas de IOT - Entrada Analógica,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",ENGENHARIA DA COMPUTAÇÃO,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=162
163,Identificação da Função de Transferência,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",PRÁTICAS ESPECÍFICAS DE ENG. ELÉTRICA,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=163
164,Sintonia de PID,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",PRÁTICAS ESPECÍFICAS DE ENG. ELÉTRICA,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=164
166,Curvas de Escoamento,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",ESTRUTURAS,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=166
167,Implementação de Ferramentas em Uma Linha de Produção,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",PRÁTICAS ESPECÍFICAS DE ENG. MECÂNICA E PRODUÇÃO,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=167
168,Indicação de EPIs para Práticas Laborais,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",SEGURANÇA DO TRABALHO,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=168
169,Verificação de Inconformidades em Um Ambiente Industrial,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",SEGURANÇA DO TRABALHO,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=169
170,Ensaio do Anel,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",PRÁTICAS ESPECÍFICAS DE ENG. MECÂNICA E PRODUÇÃO,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=170
171,Fotografia,HUMANAS,PUBLICIDADE E PROPAGANDA / COMUNICAÇÃO,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=171
172,Automação Residencial e Telecomunicações,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",INSTALAÇÕES ELÉTRICAS,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=172
173,Acionamento de Motores Elétricos,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",PRÁTICAS ESPECÍFICAS DE ENG. ELÉTRICA,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=173
174,Conversor de Frequência,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",PRÁTICAS ESPECÍFICAS DE ENG. ELÉTRICA,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=174
175,Controlador Lógico Programável,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",PRÁTICAS ESPECÍFICAS DE ENG. ELÉTRICA,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=175
176,Acionamento e Parâmetros de Geração,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",PRÁTICAS ESPECÍFICAS DE ENG. ELÉTRICA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=176
177,Retificadores,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",PRÁTICAS ESPECÍFICAS DE ENG. ELÉTRICA,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=177
178,Projeto de Fundição,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",PRÁTICAS ESPECÍFICAS DE ENG. MECÂNICA E PRODUÇÃO,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=178
179,Utilização da Ferramenta MASP,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",PRÁTICAS ESPECÍFICAS DE ENG. MECÂNICA E PRODUÇÃO,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=179
180,Gráfico de Pareto,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",PRÁTICAS ESPECÍFICAS DE ENG. MECÂNICA E PRODUÇÃO,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=180
181,Comitê dos Métodos,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",ENGENHARIA DA COMPUTAÇÃO,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=181
182,Substituição de Pastilha de Freio,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",PRÁTICAS ESPECÍFICAS DE ENG. AUTOMOTIVA,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=182
183,Transformadores e Linhas de Transmissão,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",PRÁTICAS ESPECÍFICAS DE ENG. ELÉTRICA,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=183
184,Condução Linear,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",TRANSFERÊNCIA DE CALOR,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=184
185,Transferência de Calor Por Convecção,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",TRANSFERÊNCIA DE CALOR,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=185
186,Utilização de Decibelímetro,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",SEGURANÇA DO TRABALHO,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=186
187,Infraestruturas Aquaviárias e Atracação no Porto,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",PRÁTICAS ESPECÍFICAS DE ENG. MECÂNICA E PRODUÇÃO,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=187
188,Trocador de Calor,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",TRANSFERÊNCIA DE CALOR,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=188
189,Portas Lógicas e Circuitos Digitais,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",ENGENHARIA DA COMPUTAÇÃO,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=189
190,Perda de Carga Localizada,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",MECÂNICA DOS FLUIDOS,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=190
191,Braço Robótico,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",ROBÓTICA,Indisponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=191
192,Construindo uma EAP,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",PRÁTICAS ESPECÍFICAS DE ENG. MECÂNICA E PRODUÇÃO,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=192
193,Instalações Hidrossanitárias,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA","PRÁTICAS ESPECÍFICAS DE ENG. CIVIL, GEOLOGIA E ARQUITETURA",Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=193
194,Animações 2D e 3D,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",ENGENHARIA DA COMPUTAÇÃO,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=194
195,Uso de Algoritmos Genéticos na Resolução do Problema da Mochila,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",ENGENHARIA DA COMPUTAÇÃO,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=195
196,Montagem de Equipamento,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA","PRÁTICAS ESPECÍFICAS DE ENG. CIVIL, GEOLOGIA E ARQUITETURA",Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=196
197,Método de Levantamento GNSS,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA","PRÁTICAS ESPECÍFICAS DE ENG. CIVIL, GEOLOGIA E ARQUITETURA",Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=197
198,Estereoscopia Óptica,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA","PRÁTICAS ESPECÍFICAS DE ENG. CIVIL, GEOLOGIA E ARQUITETURA",Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=198
200,Enogastronomia,SAÚDE,GASTRONOMIA,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=200
201,O Alfabeto em Libras,HUMANAS,LIBRAS,Disponível,Sim,Não,Não,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=201
202,Configurações de Mão - Parte I,HUMANAS,LIBRAS,Disponível,Sim,Não,Não,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=202
203,Configurações de Mão - Parte II,HUMANAS,LIBRAS,Disponível,Sim,Não,Não,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=203
204,Libras e Expressões Faciais,HUMANAS,LIBRAS,Disponível,Sim,Não,Não,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=204
205,Os Cinco Parâmetros da Libras,HUMANAS,LIBRAS,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=205
206,Prática de Flauta I - Escalas Musicais,HUMANAS,MÚSICA,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=206
207,Prática de Flauta II - Tocando as Primeiras Músicas,HUMANAS,MÚSICA,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=207
208,Reconhecendo Sons,HUMANAS,EDUCAÇÃO,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=208
209,Jogo da Memória,HUMANAS,EDUCAÇÃO,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=209
210,Relacionando Números e Quantidades,HUMANAS,EDUCAÇÃO,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=210
211,Construindo Palavras,HUMANAS,EDUCAÇÃO,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=211
213,Flauta Doce - Duas Vozes,HUMANAS,MÚSICA,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=213
214,Escrita de Sinais - Palavras,HUMANAS,LIBRAS,Disponível,Sim,Não,Não,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=214
215,Tradução e Interpretação em Língua de Sinais,HUMANAS,LIBRAS,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=215
216,Polissemia e Ambiguidade,HUMANAS,LIBRAS,Disponível,Sim,Não,Não,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=216
217,Surdocegueira,HUMANAS,LIBRAS,Disponível,Sim,Não,Não,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=217
218,Literatura Surda,HUMANAS,LIBRAS,Disponível,Sim,Não,Não,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=218
219,Exposição de Obras Contemporâneas,HUMANAS,ARTES,Disponível,Sim,Não,Não,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=219
220,Postura e Relaxamento,HUMANAS,MÚSICA,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=220
221,Prática de Violão I,HUMANAS,MÚSICA,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=221
222,Volta ao Mundo Através da Música e da Arte,HUMANAS,MÚSICA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=222
223,Prática de Violão II,HUMANAS,MÚSICA,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=223
224,Relação de Formas Geométricas/Imagens,HUMANAS,EDUCAÇÃO,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=224
225,Escrita de Sinais - Frases,HUMANAS,LIBRAS,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=225
226,Diagnóstico Organizacional de Bibliotecas,HUMANAS,BIBLIOTECONOMIA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=226
227,Sistema de Catalogação,HUMANAS,BIBLIOTECONOMIA,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=227
228,Desenho da Figura Humana,HUMANAS,ARTES,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=228
230,Políticas de RH,HUMANAS,PROCESSOS ADMINISTRATIVOS,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=230
231,Prática de Teclado I,HUMANAS,MÚSICA,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=231
232,Plano de Negócio,HUMANAS,PROCESSOS ADMINISTRATIVOS,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=232
233,Arte Brasileira,HUMANAS,ARTES,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=233
234,Simulador de Destino Turístico Inteligente,HUMANAS,PLANEJAMENTO E ORGANIZAÇÃO DO TURISMO,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=234
235,Organização de Museus,HUMANAS,MUSEOLOGIA,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=235
